15, 18, 4, 0, 0, 2
16, 15, 2, 0, 1, 2
17, 11, 2, 0, 1, 2
15, 13, 3, 0, 1, 2
13, 9, 3, 0, 1, 2
16, 8, 2, 0, 1, 2
17, 13, 2, 0, 1, 2
15, 7, 3, 0, 1, 2
13, 11, 3, 0, 1, 2
16, 18, 1, 1, 0, 6
14, 18, 1, 3, 0, 6
16, 18, 2, 4, 0, 6
17, 18, 2, 5, 0, 6
15, 18, 3, 2, 0, 6
13, 18, 3, 4, 0, 6
18, 18, 4, 4, 0, 2
15, 18, 4, 3, 0, 2
16, 15, 2, 2, 1, 2
17, 11, 2, 1, 1, 2
15, 13, 3, 3, 1, 2
13, 9, 3, 4, 1, 2
16, 8, 2, 3, 1, 2
17, 13, 2, 1, 1, 2
15, 7, 3, 1, 1, 2
13, 11, 3, 3, 1, 2
21, 18, 1, 0, 0, 6
22, 18, 1, 0, 0, 6
20, 18, 2, 0, 0, 6
19, 18, 2, 0, 0, 6
18, 18, 3, 0, 0, 6
15, 18, 3, 0, 0, 6
17, 18, 4, 0, 0, 6
19, 18, 4, 0, 0, 6
21, 13, 5, 0, 0, 3
18, 14, 3, 0, 1, 3
15, 10, 3, 0, 1, 3
17, 13, 4, 0, 1, 2
19, 11, 4, 0, 1, 2
21, 15, 5, 0, 1, 2
21, 18, 1, 5, 0, 6
22, 18, 1, 3, 0, 6
20, 18, 2, 3, 0, 6
19, 18, 2, 4, 0, 6
18, 18, 3, 2, 0, 6
15, 18, 3, 5, 0, 6
17, 18, 4, 1, 0, 6
19, 18, 4, 5, 0, 6
21, 13, 5, 3, 0, 3
18, 14, 3, 4, 1, 3
15, 10, 3, 3, 1, 3
17, 13, 4, 1, 1, 2
19, 11, 4, 2, 1, 2
21, 15, 5, 4, 1, 2
26, 18, 1, 0, 0, 6
27, 18, 1, 0, 0, 6
25, 18, 2, 0, 0, 6
28, 18, 2, 0, 0, 6
26, 18, 3, 0, 0, 6
23, 18, 3, 0, 0, 6
25, 18, 4, 0, 0, 6
24, 18, 4, 0, 0, 6
27, 18, 5, 0, 0, 6
23, 18, 5, 0, 1, 3
26, 18, 3, 0, 1, 2
23, 18, 3, 0, 1, 2
25, 18, 4, 0, 1, 2
24, 18, 4, 0, 1, 2
27, 18, 5, 0, 1, 2
23, 18, 5, 0, 1, 2
26, 18, 1, 4, 0, 6
27, 18, 1, 3, 0, 6
25, 18, 2, 1, 0, 6
28, 18, 2, 2, 0, 6
26, 18, 3, 2, 0, 6
23, 18, 3, 4, 0, 6
25, 18, 4, 5, 0, 6
24, 18, 4, 3, 0, 6
27, 18, 5, 2, 0, 6
23, 18, 5, 5, 1, 3
26, 18, 3, 5, 1, 2
23, 18, 3, 3, 1, 2
25, 18, 4, 1, 1, 2
24, 18, 4, 3, 1, 2
27, 18, 5, 3, 1, 2
23, 18, 5, 2, 1, 2
31, 18, 1, 0, 0, 6
30, 18, 1, 0, 0, 6
32, 18, 2, 0, 0, 6
29, 18, 2, 0, 0, 6
32, 18, 3, 0, 0, 6
31, 18, 3, 0, 0, 6
30, 18, 4, 0, 0, 6
29, 18, 4, 0, 0, 6
31, 18, 5, 0, 0, 6
29, 18, 5, 0, 0, 6
32, 18, 6, 0, 0, 6
30, 18, 6, 0, 0, 6
32, 18, 2, 0, 1, 2
29, 18, 2, 0, 1, 2
32, 18, 3, 0, 1, 2
31, 18, 3, 0, 1, 2
30, 18, 4, 0, 1, 2
29, 18, 4, 0, 1, 2
31, 18, 5, 0, 1, 2
29, 18, 5, 0, 1, 2
32, 18, 6, 0, 1, 2
30, 18, 6, 0, 1, 2
31, 18, 1, 3, 0, 6
30, 18, 1, 1, 0, 6
32, 18, 2, 2, 0, 6
29, 18, 2, 2, 0, 6
32, 18, 3, 5, 0, 6
31, 18, 3, 4, 0, 6
30, 18, 4, 1, 0, 6
29, 18, 4, 3, 0, 6
31, 18, 5, 2, 0, 6
29, 18, 5, 5, 0, 6
32, 18, 6, 4, 0, 6
30, 18, 6, 3, 0, 6
32, 18, 2, 2, 1, 2
29, 18, 2, 1, 1, 2
32, 18, 3, 4, 1, 2
31, 18, 3, 3, 1, 2
30, 18, 4, 2, 1, 2
29, 18, 4, 5, 1, 2
31, 18, 5, 5, 1, 2
29, 18, 5, 4, 1, 2
32, 18, 6, 6, 1, 2
30, 18, 6, 6, 1, 2
35, 18, 1, 0, 0, 6
37, 18, 1, 0, 0, 6
38, 18, 2, 0, 0, 6
34, 18, 2, 0, 0, 6
36, 18, 3, 0, 0, 6
35, 18, 3, 0, 0, 6
34, 18, 4, 0, 0, 6
36, 18, 4, 0, 0, 6
33, 18, 5, 0, 0, 6
37, 18, 5, 0, 0, 6
36, 18, 6, 0, 0, 3
48, 18, 6, 0, 0, 3
34, 18, 4, 0, 1, 2
36, 18, 4, 0, 1, 2
33, 18, 5, 0, 1, 2
37, 18, 5, 0, 1, 2
36, 18, 6, 0, 1, 2
48, 18, 6, 0, 1, 2
35, 18, 1, 5, 0, 6
37, 18, 1, 3, 0, 6
38, 18, 2, 4, 0, 6
34, 18, 2, 3, 0, 6
36, 18, 3, 2, 0, 6
35, 18, 3, 1, 0, 6
34, 18, 4, 6, 0, 6
36, 18, 4, 2, 0, 6
33, 18, 5, 4, 0, 6
37, 18, 5, 3, 0, 6
36, 18, 6, 4, 0, 3
48, 18, 6, 6, 0, 3
34, 18, 4, 20, 1, 2
36, 18, 4, 15, 1, 2
33, 18, 5, 0, 1, 2
37, 18, 5, 0, 1, 2
36, 18, 6, 0, 1, 2
48, 18, 6, 0, 1, 2
40, 18, 1, 0, 0, 6
41, 18, 1, 0, 0, 6
39, 18, 2, 0, 0, 6
40, 18, 2, 0, 0, 6
41, 18, 3, 0, 0, 6
39, 18, 3, 0, 0, 6
42, 18, 4, 0, 0, 6
41, 18, 4, 0, 0, 6
40, 18, 5, 0, 0, 6
42, 18, 5, 0, 0, 6
42, 18, 6, 0, 0, 6
41, 18, 6, 0, 0, 6
40, 18, 7, 0, 0, 6
39, 18, 7, 0, 0, 6
41, 18, 8, 0, 0, 4
39, 18, 8, 0, 0, 4
40, 18, 5, 0, 1, 2
42, 18, 5, 0, 1, 2
42, 18, 6, 0, 1, 2
41, 18, 6, 0, 1, 2
40, 18, 7, 0, 1, 2
39, 18, 7, 0, 1, 2
41, 18, 8, 0, 1, 2
39, 18, 8, 0, 1, 2
43, 18, 1, 0, 0, 6
47, 18, 1, 0, 0, 6
48, 18, 2, 0, 0, 6
45, 18, 2, 0, 0, 6
46, 18, 3, 0, 0, 6
44, 18, 3, 0, 0, 6
43, 18, 4, 0, 0, 6
48, 18, 4, 0, 0, 6
46, 18, 5, 0, 0, 6
48, 18, 5, 0, 0, 6
47, 18, 6, 0, 0, 6
45, 18, 6, 0, 0, 6
43, 18, 7, 0, 0, 6
44, 18, 7, 0, 0, 6
48, 18, 8, 0, 0, 4
47, 18, 8, 0, 0, 4
43, 18, 4, 0, 1, 2
48, 18, 4, 0, 1, 2
46, 18, 5, 0, 1, 2
48, 18, 5, 0, 1, 2
47, 18, 6, 0, 1, 2
45, 18, 6, 0, 1, 2
43, 18, 7, 0, 1, 2
44, 18, 7, 0, 1, 2
48, 18, 8, 0, 1, 2
47, 18, 8, 0, 1, 2
52, 18, 1, 0, 0, 6
51, 18, 1, 0, 0, 6
50, 18, 2, 0, 0, 6
52, 18, 2, 0, 0, 6
49, 18, 3, 0, 0, 6
51, 18, 3, 0, 0, 6
52, 18, 4, 0, 0, 6
50, 18, 4, 0, 0, 6
49, 18, 5, 0, 0, 6
52, 18, 5, 0, 0, 6
51, 18, 6, 0, 0, 6
50, 18, 6, 0, 0, 6
50, 18, 7, 0, 0, 6
49, 18, 7, 0, 0, 6
51, 18, 8, 0, 0, 6
49, 18, 8, 0, 0, 6
52, 18, 9, 0, 0, 6
52, 18, 9, 0, 0, 6
50, 18, 10, 0, 0, 5
49, 18, 10, 0, 0, 5
49, 18, 5, 0, 1, 2
52, 18, 5, 0, 1, 2
51, 18, 6, 0, 1, 2
50, 18, 6, 0, 1, 2
50, 18, 7, 0, 1, 2
49, 18, 7, 0, 1, 2
51, 18, 8, 0, 1, 2
49, 18, 8, 0, 1, 2
52, 18, 9, 0, 1, 2
52, 18, 9, 0, 1, 2
50, 18, 10, 0, 1, 2
49, 18, 10, 0, 1, 2
55, 18, 1, 0, 0, 6
56, 18, 1, 0, 0, 6
58, 18, 2, 0, 0, 6
57, 18, 2, 0, 0, 6
54, 18, 3, 0, 0, 6
53, 18, 3, 0, 0, 6
56, 18, 4, 0, 0, 6
55, 18, 4, 0, 0, 6
57, 18, 5, 0, 0, 6
58, 18, 5, 0, 0, 6
58, 18, 6, 0, 0, 6
56, 18, 6, 0, 0, 6
54, 18, 7, 0, 0, 6
53, 18, 7, 0, 0, 6
56, 18, 8, 0, 0, 6
55, 18, 8, 0, 0, 6
58, 18, 9, 0, 0, 6
58, 18, 9, 0, 0, 6
54, 18, 10, 0, 0, 5
53, 18, 10, 0, 0, 5
58, 18, 10, 0, 0, 5
59, 18, 10, 0, 0, 5
58, 18, 6, 0, 1, 2
56, 18, 6, 0, 1, 2
54, 18, 7, 0, 1, 2
53, 18, 7, 0, 1, 2
56, 18, 8, 0, 1, 2
55, 18, 8, 0, 1, 2
58, 18, 9, 0, 1, 2
58, 18, 9, 0, 1, 2
54, 18, 10, 0, 1, 2
53, 18, 10, 0, 1, 2
58, 18, 10, 0, 1, 2
59, 18, 10, 0, 1, 2
